[23:27:17] [main/INFO]: ModLauncher running: args [--username, megalodon7612, --version, forge-47.4.0, --gameDir, C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9, --assetsDir, C:\Users\user\curseforge\minecraft\Install\assets, --assetIndex, 5, --uuid, 160e99c51a494be1bd270aebcbbcdc2a, --accessToken, ????????, --clientId, 2a1b18-1005359-d911ea-74f0ec-29cd15, --xuid, 2535427159644246, --userType, msa, --versionType, release, --width, 1024, --height, 768, --launchTarget, forgeclient, --fml.forgeVersion, 47.4.0, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[23:27:17] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8 by Eclipse Adoptium; OS Windows 10 arch amd64 version 10.0
[23:27:17] [main/WARN]: Configuration file C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\config\fml.toml is not correct. Correcting
[23:27:17] [main/INFO]: Incorrect key [earlyWindowLogHelpMessage] was corrected from null to true
[23:27:17] [main/INFO]: Incorrect key [earlyWindowShowCPU] was corrected from null to false
[23:27:20] [main/INFO]: Loading ImmediateWindowProvider fmlearlywindow
[23:27:20] [main/INFO]: Trying GL version 4.6
[23:27:20] [main/INFO]: If this message is the only thing at the bottom of your log before a crash, you probably have a driver issue.

Possible solutions:
A) Make sure Minecraft is set to prefer high performance graphics in the OS and/or driver control panel
B) Check for driver updates on the graphics brand's website
C) Try reinstalling your graphics drivers
D) If still not working after trying all of the above, ask for further help on the Forge forums or Discord
[23:27:21] [main/INFO]: Found mod file Ding-1.20.1-Forge-1.4.1.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file domum_ornamentum-1.20.1-1.0.285-snapshot-universal.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file Draconic-Evolution-1.20.1-3.1.2.604-universal.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file Dungeon Crawl-1.20.1-2.3.15.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file DungeonsArise-1.20.x-2.1.58-release.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file durabilitytooltip-1.1.5-forge-mc1.20.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file dyenamics-1.20.1-3.2.0.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file dyenamicsandfriends-1.20.1-1.9.2.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file easy-villagers-forge-1.20.1-1.1.27.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file eccentrictome-1.20.1-1.10.3.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file EdivadLib-1.20.1-2.0.1.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file eidolon_repraised-1.20.1-0.3.8.15.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file elevatorid-1.20.1-lex-1.9.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file elytraslot-forge-6.4.4+1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file embeddium-0.3.31+mc1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file enderchests-forge-1.20.1-1.3.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file EnderIO-1.20.1-6.2.7-beta-all.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file endermanoverhaul-forge-1.20.1-1.0.4.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file endersdelight-forge-1.20.1-1.1.2.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file endertanks-forge-1.20.1-1.4.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file ends_delight-2.5.1+forge.1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file energymeter-forge-1.20.1-1.0.0.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file ensorcellation-1.20.1-5.0.2.24.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file entangled-1.3.20-forge-mc1.20.4.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file entityculling-forge-1.7.4-mc1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file EpheroLib-1.20.1-FORGE-1.2.0.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file EuphoriaPatcher-1.5.2-r5.4-forge.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file everythingcopper-1.20.1-2.3.4.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file EvilCraft-1.20.1-1.2.52.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file Exchangers-1.20.1-3.5.1.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file ExtendedAE-1.20-1.3.5-forge.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file ExtraDisks-1.20.1-3.0.3.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file ExtraStorage-1.20.1-4.0.7.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file ExtremeReactors2-1.20.1-2.0.92.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file ExtremeSoundMuffler-3.49-forge-1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file FarmersDelight-1.20.1-1.2.7.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file farmingforblockheads-forge-1.20.1-14.0.2.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file farsight-1.20.1-3.7.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file FastFurnace-1.20.1-8.0.2.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file FastLeafDecay-32.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file FastSuite-1.20.1-5.1.0.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file FastWorkbench-1.20.1-8.0.4.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file ferritecore-6.0.1-forge.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file findme-3.2.1-forge.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file flib-1.20.1-0.0.15.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file flickerfix-1.20.1-4.0.1.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file FluxNetworks-1.20.1-7.2.1.15.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file forbidden_arcanus-1.20.1-2.2.6.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file FramedBlocks-9.3.1.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file ftb-chunks-forge-2001.3.6.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file ftb-essentials-forge-2001.2.2.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file ftb-library-forge-2001.2.9.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file ftb-quests-forge-2001.4.13.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file ftb-ranks-forge-2001.1.5.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file ftb-teams-forge-2001.3.1.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file ftb-ultimine-forge-2001.1.5.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file ftb-xmod-compat-forge-2.1.3.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file fuelgoeshere-1.20.0-1.0.1.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file functionalstorage-1.20.1-1.2.12.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file fusion-1.2.7-forge-mc1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file GatewaysToEternity-1.20.1-4.2.6.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file geckolib-forge-1.20.1-4.7.1.2.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file generatorgalore-1.20.1-1.2.4.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file getittogetherdrops-forge-1.20-1.3.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file glassential-renewed-forge-1.20.1-2.4.4.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file GlitchCore-forge-1.20.1-0.0.1.1.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file Glodium-1.20-1.5-forge.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file GravitationalModulatingAdditionalUnit-1.20.1-3.4.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file gtceu-1.20.1-1.6.4.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file GunpowderLib-1.20.2-2.2.2.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file handcrafted-forge-1.20.1-3.0.6.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file harvestwithease-1.20.1-8.0.1.0-forge.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file HostileNeuralNetworks-1.20.1-5.3.3.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file hyperbox-1.20.1-4.0.2.0.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file ImmersiveEngineering-1.20.1-10.2.0-183.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file industrial-foregoing-1.20.1-3.5.19.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file industrial-foregoing-souls-1.20.1-1.0.9.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file IntegratedCrafting-1.20.1-1.1.11.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file IntegratedDynamics-1.20.1-1.25.6.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file IntegratedTerminals-1.20.1-1.6.6.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file IntegratedTunnels-1.20.1-1.8.36.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file inventoryessentials-forge-1.20.1-8.2.7.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file invtweaks-1.20.1-1.2.0.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file ironfurnaces-1.20.1-4.1.6.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file IronJetpacks-1.20.1-7.0.8.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file irons_spellbooks-1.20.1-3.4.0.8.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file item-filters-forge-2001.1.0-build.59.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file itemcollectors-1.1.10-forge-mc1.20.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file Jade-1.20.1-Forge-11.13.1.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file JadeAddons-1.20.1-Forge-5.3.1.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file jearchaeology-1.20.1-1.0.4.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file jei-1.20.1-forge-15.20.0.106.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file jmi-forge-1.20.1-0.14-48.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file journeymap-1.20.1-5.10.3-forge.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file jumpboat-1.20.0-1.0.5.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file JustEnoughMekanismMultiblocks-1.20.1-4.10.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file JustEnoughProfessions-forge-1.20.1-3.0.1.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file JustEnoughResources-1.20.1-1.4.0.247.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file justzoom_forge_2.1.1_MC_1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file konkrete_forge_1.8.0_MC_1.20-1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file kotlinforforge-4.11.0-all.jar of type LIBRARY with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file kubejs-forge-2001.6.5-build.16.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[23:27:21] [main/INFO]: Found mod file L_Enders_Cataclysm-2.64.jar of type MOD with provider {mods folder locator at C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
